credit_card,stud_loan,medical_exp,employment,income,marital_status,auto_insurance,children,age,gender,housing,health_status,work_hours,social_security
1,5,5,49.0,131203,1,160,0,65,1,1,4,40,5
0,5,5,0.0,49910,1,1556,0,71,1,1,1,0,1
0,5,5,0.0,17572,3,0,0,96,2,5,1,0,1
0,5,5,5.7,15578,2,0,0,25,2,5,2,24,5
1,5,5,0.0,80720,4,999999,0,63,1,1,4,0,1
0,5,5,52.0,53218,2,881,0,68,2,5,3,24,1
0,5,5,50.0,185100,1,200,2,48,1,1,3,40,5
1,5,5,50.0,99639,1,290,3,38,1,1,2,60,5
1,5,5,44.4,77200,2,1200,0,57,1,1,2,50,5
0,5,5,7.6,1890,2,0,0,29,1,5,2,25,5
1,5,1,48.2,38500,1,1046,0,59,2,1,4,40,5
0,1,5,44.8,22138,2,38,1,30,2,5,3,40,5
1,5,5,51.0,95226,5,222,2,40,1,1,3,50,5
0,5,5,50.0,72000,1,150,3,32,1,5,3,40,5
0,5,5,0.0,24000,1,160,0,30,1,5,4,0,5
0,5,5,0.0,15600,3,110,0,65,2,1,3,0,1
1,1,5,48.2,192300,1,300,1,49,1,1,3,52,5
0,5,5,50.0,27569,1,150,0,63,1,8,4,45,5
0,5,5,0.0,80850,1,1300,0,82,1,1,4,0,1
0,5,5,0.0,46800,2,0,0,63,1,8,4,0,1
1,5,5,49.0,95120,2,0,0,27,1,5,2,60,5
1,5,5,48.0,35000,1,100,4,40,1,1,1,35,5
0,5,5,51.0,124600,1,2600,0,60,1,1,2,40,5
0,5,5,50.6,77074,1,999999,1,59,1,1,2,20,1
1,5,5,50.0,210300,1,700,1,51,1,1,2,50,5
0,5,5,0.0,121247,1,1200,0,76,1,1,1,0,1
1,1,5,49.0,27050,2,156,0,22,2,5,3,30,5
0,1,1,16.4,16600,2,90,0,23,2,5,4,35,5
0,5,5,10.0,192690,1,1300,2,55,1,1,1,40,5
0,5,5,52.0,24040,2,164,2,32,2,5,3,30,5
1,5,5,34.7,136381,1,1800,0,60,1,1,4,50,5
0,5,5,48.2,22744,2,68,4,28,2,5,3,32,5
1,5,5,49.0,65357,1,1500,0,69,1,1,2,20,1
0,5,5,50.4,56813,1,132,3,34,1,1,2,45,1
1,1,5,51.0,242994,4,248,0,47,2,1,3,40,5
0,5,5,11.8,9150,2,999998,0,23,2,5,1,40,5
1,1,5,50.0,70820,4,200,0,41,2,5,1,40,5
0,5,5,49.0,66250,1,600,2,31,1,1,2,48,5
0,5,1,52.0,80860,2,160,0,22,2,5,2,33,5
1,5,5,0.0,10800,5,0,0,67,2,1,4,0,1
0,5,5,47.8,66000,1,109,0,33,1,5,1,60,5
1,5,5,36.0,10000,4,275,0,61,1,1,4,40,5
0,5,5,26.3,26101,2,1328,0,23,1,5,1,45,5
1,1,1,48.4,32002,2,104,0,28,2,5,4,40,5
0,5,5,0.0,78800,1,1200,0,73,1,1,2,0,1
0,1,5,51.2,82000,2,400,1,34,2,5,2,40,5
1,1,5,51.0,72000,1,200,2,28,1,1,1,40,5
0,1,5,51.0,128800,1,1200,0,60,1,1,3,55,5
0,5,5,51.0,48000,2,0,0,28,1,5,3,40,5
1,5,5,51.0,40716,1,250,1,39,1,1,2,5,5
0,5,1,46.7,62380,1,116,0,55,1,1,2,40,5
1,5,5,0.0,16200,3,0,0,85,2,1,4,0,1
1,5,5,48.0,170740,1,56,3,44,1,1,3,45,5
0,1,5,51.4,55670,2,80,0,33,2,5,2,55,5
0,5,5,47.8,95076,1,2300,2,43,1,1,1,40,5
0,1,5,50.2,144030,1,1400,0,30,1,5,1,45,5
0,5,5,0.0,9000,5,0,0,63,1,8,3,0,5
0,5,5,0.0,27770,1,0,0,24,1,5,4,0,5
1,5,5,49.0,71300,1,0,2,45,1,1,2,50,5
0,1,5,49.6,83600,1,150,0,47,1,5,3,48,5
1,1,1,51.2,52144,1,86,2,35,1,5,2,80,5
1,1,5,16.4,10282,4,0,0,55,2,5,2,40,5
0,1,5,23.0,16000,2,80,0,36,1,5,1,35,5
0,5,5,0.0,10236,2,0,1,23,1,5,2,0,5
0,5,5,0.0,18400,4,110,0,35,1,8,5,0,5
0,5,1,0.0,7735,2,0,0,61,2,5,5,0,1
1,5,1,0.4,66000,1,175,0,47,1,1,5,40,5
1,5,5,50.0,36948,5,361,0,43,2,1,4,25,1
1,1,5,49.0,108010,1,130,1,35,1,1,2,55,5
1,1,5,49.8,85000,1,999998,1,39,1,1,3,50,5
0,1,1,51.4,24700,1,171,3,35,1,5,1,48,5
0,5,5,49.0,14000,2,50,0,26,2,5,3,35,5
0,5,5,51.2,16800,4,47,0,47,2,5,3,30,5
1,1,5,52.0,174000,1,100,0,28,1,1,2,45,5
1,1,5,48.6,90715,2,400,0,25,1,5,1,48,5
1,1,5,0.0,57300,1,130,2,41,1,5,4,0,5
0,5,5,50.6,142128,1,170,0,57,1,1,1,40,5
0,5,5,51.0,35500,5,60,4,49,2,1,3,32,5
0,5,5,7.0,54012,4,150,0,37,1,1,2,55,5
0,5,5,49.0,213900,1,3200,0,60,1,1,2,40,5
1,1,5,48.6,215100,1,720,0,64,1,1,3,40,5
0,5,5,0.0,14000,4,60,0,50,1,1,3,0,5
1,5,5,0.0,130871,1,202,0,53,1,1,1,0,5
1,1,5,47.8,138150,1,1100,3,35,1,1,4,50,5
0,5,5,52.0,20000,1,83,1,23,1,5,1,40,5
0,1,5,49.4,29200,2,1500,2,37,2,1,2,42,5
0,5,5,48.8,42448,2,800,0,67,1,1,3,42,1
0,5,5,52.0,54400,1,180,0,46,1,1,3,90,5
0,1,5,52.0,48625,2,1600,0,54,1,1,2,42,5
0,1,5,51.0,29506,1,999999,0,62,1,1,4,40,1
0,5,5,41.7,332414,1,650,0,55,1,1,4,46,5
1,5,5,51.0,17340,4,50,1,59,2,1,2,20,5
1,5,5,51.0,57180,4,708,0,52,2,1,3,37,5
0,1,5,52.0,22150,2,100,0,22,1,5,1,40,5
0,5,5,50.0,77020,1,120,2,40,1,1,2,45,5
1,1,1,48.0,91756,1,999998,2,41,1,1,1,45,5
0,5,5,0.0,72280,1,1200,0,78,1,1,4,0,1
0,5,5,0.0,89682,3,0,0,89,2,5,4,0,1
0,5,1,52.0,11400,2,999998,0,21,2,8,1,35,5
0,5,5,34.7,50952,2,112,4,26,1,5,4,40,5
0,5,5,48.0,287085,1,999999,0,58,1,1,2,60,5
0,5,5,52.0,75778,4,111,0,37,2,5,2,36,5
0,5,5,50.0,61500,2,100,1,32,1,5,1,50,5
0,5,5,51.6,32100,2,193,0,20,1,5,1,50,5
1,1,5,48.0,91840,1,120,1,25,1,5,1,50,5
0,5,5,52.0,19750,2,0,0,20,1,5,3,35,5
0,1,5,50.4,104050,1,128,1,38,1,5,3,40,5
1,5,1,25.3,53000,1,40,0,53,1,1,4,40,5
0,5,5,51.0,16440,2,125,2,25,2,5,1,30,5
0,1,5,50.0,16000,2,80,0,24,1,5,1,30,5
1,5,5,47.0,112365,1,140,3,39,1,1,2,40,5
0,5,5,17.7,10210,4,0,4,32,2,8,4,40,5
1,5,5,51.8,53719,4,600,0,64,2,1,1,60,5
0,5,5,52.0,51000,1,600,0,75,1,1,4,8,1
0,5,5,41.6,50000,2,173,2,26,2,5,3,40,5
0,5,5,13.0,8719,2,0,1,33,2,8,2,30,5
0,5,5,0.0,8700,2,0,2,32,2,5,5,0,1
0,5,5,48.0,88385,1,1005,0,61,1,1,3,45,5
0,5,5,48.0,71318,1,0,1,47,1,1,2,40,5
0,5,5,25.1,226100,1,2000,0,54,1,1,3,45,5
0,5,5,15.4,33052,1,75,4,36,1,5,2,40,5
1,5,5,0.0,28900,3,0,0,83,2,5,4,0,1
1,1,1,51.0,30345,4,95,0,59,2,5,2,35,5
1,5,5,51.6,50200,4,70,1,36,2,1,1,60,5
0,5,5,52.0,9800,2,60,0,25,1,5,2,38,5
1,5,5,31.7,133000,1,122,0,63,1,5,3,50,5
1,5,5,50.0,273334,1,191,0,58,1,1,1,60,5
0,5,5,52.0,54800,5,200,1,46,1,5,3,40,5
0,5,5,0.0,141300,1,1300,0,68,1,1,5,0,1
0,1,1,7.0,11772,2,70,1,26,2,5,3,40,5
0,5,5,51.4,110100,1,230,0,46,1,1,3,40,5
0,5,1,52.0,104100,1,165,0,37,1,5,2,60,5
0,5,5,0.0,800,2,70,0,27,1,5,1,0,5
0,5,5,50.2,64000,1,250,0,58,1,1,3,60,5
0,5,5,0.0,26400,4,200,0,41,2,5,2,0,5
1,5,5,47.4,34878,5,480,1,39,1,5,3,40,5
0,5,5,49.0,33710,2,830,0,41,1,1,3,38,5
1,5,5,48.4,41120,4,70,0,61,2,1,4,40,5
0,5,5,51.0,2208,5,0,0,58,2,1,4,50,5
0,1,5,51.0,25050,2,400,0,23,2,5,1,55,5
0,5,5,35.0,62666,1,70,1,58,1,5,3,60,1
0,5,5,52.0,22250,1,0,1,28,1,5,1,30,5
1,1,5,51.0,142300,1,2700,0,30,1,1,1,70,5
1,1,1,45.0,104188,1,400,0,60,1,1,5,30,5
1,5,5,42.2,70250,1,121,0,52,1,1,1,40,5
1,5,5,0.0,22800,4,0,0,48,2,5,4,0,1
0,5,5,52.0,41880,1,100,0,51,1,1,3,60,5
0,5,5,49.0,52000,2,0,2,33,2,5,1,40,5
0,5,5,49.4,100100,1,1000,2,30,1,1,2,40,5
0,5,5,51.2,30045,2,145,0,20,1,5,2,48,5
0,5,5,51.0,40000,1,900,0,32,1,1,1,80,5
0,5,5,50.0,61700,2,120,0,38,2,5,2,40,5
1,1,1,41.0,194430,1,220,2,40,1,1,3,60,1
0,5,5,48.0,200450,1,500,1,33,1,1,2,46,5
0,1,5,51.0,62020,2,1300,0,31,1,1,2,55,5
1,1,5,51.0,26510,2,400,0,29,1,5,2,30,5
1,5,5,16.4,35125,4,92,0,47,2,5,2,40,5
1,1,5,0.0,50100,1,175,0,35,1,1,1,0,5
0,5,5,0.0,21000,2,87,1,49,2,5,1,0,5
1,1,5,50.0,75000,2,170,0,26,1,5,3,50,5
1,5,5,51.0,62420,1,1200,0,65,1,5,2,40,1
1,5,5,0.0,91500,1,200,0,65,1,1,2,0,1
0,5,5,4.4,36584,5,0,3,33,2,5,1,12,1
1,1,5,50.6,317000,1,4000,1,50,1,1,4,65,5
0,5,5,50.0,48302,1,999998,3,29,1,5,2,40,5
0,5,5,0.0,8340,2,150,1,30,2,5,1,0,1
1,1,5,47.2,81000,1,100,0,33,1,1,3,55,5
0,5,5,52.0,255649,1,2538,0,68,1,1,3,7,5
1,1,5,26.0,152000,1,3000,0,55,1,5,1,47,5
1,5,5,0.0,13500,3,668,0,59,2,1,3,0,5
0,5,5,52.0,41477,4,2692,3,43,1,5,4,36,1
0,5,5,0.0,19260,3,400,0,82,2,1,4,0,1
0,1,5,48.0,210500,1,250,1,41,1,5,2,50,5
0,5,5,17.4,4300,2,0,0,20,1,5,1,40,5
0,5,5,21.7,13800,4,80,2,43,1,1,2,40,5
0,5,1,49.6,41261,5,110,2,30,1,5,2,40,5
0,5,5,49.0,82618,1,300,4,34,1,1,1,70,5
0,5,1,49.6,41593,1,255,2,39,1,1,3,40,5
0,5,5,50.0,105134,1,999998,4,33,1,5,1,70,5
1,1,5,45.0,30000,4,140,1,50,2,5,3,40,5
1,5,5,52.0,86352,2,115,0,28,1,5,2,40,5
0,5,5,42.3,47596,1,1500,5,58,1,1,5,40,5
1,1,1,51.0,40000,2,140,1,29,2,5,3,48,5
0,5,5,48.6,56000,4,70,0,35,1,5,3,45,5
1,5,5,0.0,19000,1,700,0,64,1,1,3,0,1
1,1,5,0.0,9733,4,39,2,42,2,1,2,0,5
0,5,5,52.0,160000,2,999998,0,29,1,5,2,65,5
1,1,5,51.0,80000,1,1600,2,35,1,1,3,45,5
1,5,5,0.0,38324,3,1100,0,67,2,1,3,0,1
1,1,5,49.0,130275,2,999999,0,30,1,1,4,38,5
1,1,5,23.0,15082,2,25,0,61,2,1,4,37,5
0,5,5,42.7,166520,1,622,3,50,1,1,1,60,5
0,5,5,51.6,24268,4,0,1,45,2,8,3,30,5
1,1,5,51.0,27700,2,75,0,26,1,5,1,52,5
0,5,5,50.0,66550,2,225,2,34,2,5,4,60,5
1,1,1,42.4,115000,1,3500,0,55,1,1,3,40,5
0,5,5,0.0,1500,2,0,0,27,1,8,3,0,5
0,5,5,50.0,60000,1,120,2,36,1,1,3,40,5
0,5,5,51.0,74050,4,168,0,42,1,5,2,84,5
0,5,5,46.0,30000,2,0,1,54,1,5,3,40,5
0,5,1,39.0,4313,4,800,0,56,2,1,4,35,5
0,1,5,51.8,72220,2,0,2,22,1,5,2,34,5
0,1,1,48.6,45000,2,150,0,23,1,5,2,44,5
0,5,5,22.0,28556,5,118,5,25,2,5,3,40,1
0,5,5,49.0,48000,1,1116,0,58,1,1,3,60,5
1,1,5,42.7,20400,2,212,0,29,2,5,3,30,5
0,1,5,10.0,32300,4,400,0,43,2,1,4,40,5
0,1,5,49.0,19200,2,50,0,47,2,5,3,45,5
1,5,5,52.0,66000,1,400,0,44,1,1,1,40,5
0,5,5,51.0,66000,2,1000,1,47,1,1,3,45,5
0,5,5,52.0,49085,2,350,2,20,1,5,3,40,5
0,5,5,51.8,10800,2,600,0,20,2,5,3,40,5
0,5,5,49.0,45000,2,200,0,45,2,1,3,40,5
0,1,5,51.0,35050,2,191,1,25,2,5,2,40,5
0,5,5,52.0,32000,1,123,0,49,1,5,3,40,5
1,1,5,50.0,188378,1,999999,0,57,1,1,2,52,5
1,1,1,49.0,31000,1,90,1,35,1,5,2,40,5
0,5,5,52.0,106000,1,2000,1,48,1,1,2,35,5
0,1,1,49.0,101700,1,298,0,44,1,1,3,52,5
0,5,5,14.4,2422,2,0,0,19,2,5,2,12,5
0,5,5,51.0,52000,1,0,1,40,1,1,3,40,5
0,5,5,51.0,33578,2,300,0,20,1,8,1,40,5
0,5,5,52.0,12000,1,600,2,32,1,5,3,40,5
1,1,5,51.0,145478,1,2600,1,30,1,1,1,25,5
0,5,5,0.0,1125,2,0,0,55,1,8,3,0,5
1,5,5,50.0,84000,1,450,1,47,1,1,2,40,5
1,5,5,0.0,51000,3,1000,0,66,1,5,4,0,1
0,5,5,0.0,102800,1,1100,0,67,1,1,4,0,1
1,5,5,0.0,20520,4,0,0,72,2,5,5,0,1
1,1,1,49.8,68500,2,135,0,33,2,5,2,35,5
0,5,5,49.0,174503,1,300,0,48,1,5,3,60,5
0,5,5,42.3,19478,1,94,1,62,1,1,4,50,5
0,1,1,52.0,78000,1,126,2,30,1,5,1,86,5
0,5,5,50.8,56100,1,191,4,27,1,5,1,80,5
0,5,5,17.4,21400,2,0,0,23,1,5,1,55,5
0,5,5,52.0,8000,4,0,0,48,2,5,3,28,5
0,1,5,16.7,10750,4,0,1,40,1,5,5,25,5
0,5,5,49.0,113800,1,1000,2,37,1,1,2,40,5
0,1,5,52.0,74200,1,120,0,27,1,5,2,60,5
0,5,5,48.8,42500,2,85,0,25,1,8,2,65,5
1,5,1,28.3,15023,2,20,0,24,2,5,3,40,5
1,5,5,45.3,155150,1,2200,0,61,1,1,1,45,5
0,1,5,49.6,218878,1,4000,0,55,1,1,2,42,5
0,5,5,52.0,28478,5,999998,1,52,2,5,3,38,5
0,5,5,0.0,20768,1,75,0,55,1,5,5,0,1
0,5,5,0.0,67000,3,0,0,80,2,1,2,0,1
1,1,5,47.0,29000,2,110,0,31,2,5,4,50,5
0,5,5,50.0,85000,2,1000,0,29,2,5,2,45,5
0,1,5,49.0,449200,1,2000,2,32,1,1,2,35,5
0,1,5,48.0,28050,2,0,0,25,2,5,1,40,5
0,5,5,52.0,30000,4,600,0,58,1,5,3,45,5
0,5,5,11.4,15677,2,50,4,27,2,5,2,40,5
1,5,1,46.6,96100,1,1400,0,61,1,1,4,40,5
0,5,5,48.0,77200,1,300,0,53,1,1,3,50,5
0,5,1,0.0,12605,2,0,0,61,1,5,4,0,1
1,5,5,46.7,270000,1,800,2,45,1,1,2,50,5
0,5,5,48.2,189050,1,1500,1,53,1,1,1,45,5
0,5,5,0.0,147072,1,1000,0,65,1,1,4,0,5
1,5,5,0.0,92312,4,940,0,68,1,1,3,0,1
1,1,5,40.0,42190,4,0,5,29,2,8,2,30,5
0,1,5,51.2,107208,1,400,1,45,1,1,2,60,5
0,5,5,39.0,11502,2,70,0,27,1,5,2,20,5
1,1,5,51.2,40000,4,230,1,43,2,1,2,40,5
0,5,5,0.0,12000,2,0,0,58,2,5,3,0,1
1,1,5,50.0,25006,1,0,1,26,1,5,1,40,5
0,5,5,34.9,42800,1,600,1,31,1,8,5,40,5
1,5,5,0.0,39100,4,1200,0,70,1,1,2,0,1
0,1,1,20.7,29100,1,300,1,29,1,1,4,30,5
0,1,5,52.0,354500,2,125,0,32,1,1,1,35,5
1,5,5,50.0,79985,1,60,2,47,1,1,2,60,5
0,5,5,0.0,23700,4,1200,0,57,1,1,5,0,1
1,5,5,46.0,154000,1,1600,0,52,1,1,2,55,5
1,5,5,52.0,72018,5,119,0,47,2,5,2,40,5
0,5,5,52.0,70360,2,170,1,30,1,5,1,40,5
0,1,5,31.7,18000,5,0,0,51,2,5,2,40,5
1,5,1,0.0,8364,3,25,0,57,2,5,4,0,1
0,5,1,0.0,10632,5,60,0,62,2,5,4,0,1
1,1,5,46.0,42540,4,900,0,49,2,1,3,40,5
1,5,5,52.0,68075,1,700,0,35,1,5,2,60,5
0,5,5,50.6,37000,2,60,0,29,1,5,2,40,5
0,5,5,25.0,43850,1,300,3,30,1,5,1,40,5
0,5,5,0.0,17291,3,0,0,83,2,1,5,0,1
0,5,5,52.0,54260,2,100,0,46,1,1,4,40,5
0,5,5,40.3,41476,1,0,3,26,1,8,2,45,5
0,5,5,49.0,66500,1,1000,0,24,1,5,2,50,5
0,5,5,50.6,1000100,1,999998,2,38,1,1,3,50,5
0,5,1,30.3,44000,3,30,2,31,1,1,4,42,5
1,5,5,51.0,78100,1,900,3,35,1,1,1,45,5
1,5,5,52.0,50818,4,800,0,68,2,1,4,20,5
0,5,5,0.0,24015,4,490,0,64,1,5,2,0,5
0,5,5,49.0,120075,1,5000,0,65,1,1,1,50,5
1,1,5,52.0,43000,2,200,0,24,1,5,2,10,5
1,5,5,50.8,590000,1,250,4,44,1,1,1,60,5
0,1,5,0.0,8500,1,0,1,55,1,1,5,0,1
0,1,1,8.7,30800,2,850,0,31,2,5,4,40,1
0,5,5,52.0,41000,1,74,3,32,1,5,3,40,5
1,1,5,49.0,202500,1,200,3,44,1,5,2,40,5
0,1,5,51.4,69002,1,110,1,27,1,1,2,40,5
0,5,5,47.0,164576,4,4000,0,55,1,1,2,55,5
0,5,1,51.0,27535,2,70,0,26,1,5,4,37,5
0,5,5,3.0,57000,1,2200,3,45,1,1,1,40,5
1,5,5,50.0,45318,1,140,1,43,1,1,2,51,5
1,5,1,51.6,31000,1,152,2,26,1,1,2,40,5
0,5,5,1.4,37018,1,165,3,43,1,1,3,40,5
1,5,5,49.6,150150,1,200,1,61,1,1,3,50,5
0,5,5,52.0,143200,1,600,2,50,1,1,1,40,5
0,5,5,30.1,27367,2,0,0,23,1,1,2,15,5
1,5,5,49.0,84020,1,600,2,27,1,1,1,40,5
1,5,5,0.0,20416,3,78,0,69,2,8,4,0,1
1,1,5,49.6,124598,1,1000,0,52,1,1,2,30,5
0,5,5,36.0,38000,5,160,0,58,2,5,4,40,5
0,5,5,52.0,42500,2,300,0,28,1,5,3,40,5
0,5,5,0.0,22884,2,0,2,34,2,5,2,0,1
1,5,5,45.8,90036,1,75,3,32,1,1,2,55,5
0,5,5,52.0,80000,1,850,2,62,1,1,2,50,5
0,5,5,27.3,223660,1,1200,0,55,1,1,1,60,5
0,5,5,0.0,37200,1,534,0,67,1,1,1,0,1
0,5,5,0.0,20760,2,999998,0,58,1,5,5,0,1
0,5,5,50.4,12749,5,0,2,45,2,5,5,32,5
1,5,5,47.0,45000,2,180,0,27,1,5,2,40,5
0,5,5,52.0,16000,1,54,0,57,1,5,5,40,5
0,5,5,49.0,166000,2,200,0,43,1,1,1,40,5
1,5,5,47.0,124100,1,900,0,59,1,1,3,58,5
0,1,5,48.4,92420,4,57,2,45,2,5,3,38,5
1,5,5,0.0,63020,2,90,0,50,1,1,2,0,5
1,5,5,52.0,66002,1,175,4,38,1,1,3,40,5
1,5,5,47.0,77513,1,1500,0,51,1,1,3,40,1
0,5,5,49.4,14500,2,0,0,23,1,5,2,80,5
1,1,5,47.4,117020,1,1400,2,34,1,1,1,40,5
0,5,5,32.8,12600,2,50,2,25,2,5,1,40,5
1,5,5,50.6,129160,1,300,1,46,1,1,2,40,5
0,5,5,52.0,45556,1,1400,0,52,1,5,3,16,5
0,5,1,49.0,90837,1,300,1,52,1,1,2,40,5
1,5,5,48.6,41001,1,700,0,57,1,1,3,40,1
1,5,5,50.0,90700,1,150,2,34,1,1,3,40,1
0,5,5,9.0,25900,2,0,0,18,2,5,2,40,5
0,1,1,50.0,21000,1,110,0,25,1,8,5,30,5
0,5,5,52.0,36000,4,100,0,52,1,5,3,40,5
0,5,5,0.0,10096,1,0,0,85,2,5,3,0,1
0,5,5,0.0,9012,4,0,0,34,2,5,3,0,5
0,5,5,48.0,134589,2,2300,0,55,2,1,3,35,5
0,5,5,30.0,26000,4,212,0,36,1,5,1,40,5
0,5,5,50.4,31000,4,174,0,51,2,1,2,40,5
1,1,5,51.4,129210,1,250,2,34,1,1,3,35,5
0,5,5,0.0,15000,2,750,0,33,1,1,2,0,5
0,5,1,51.4,46484,1,90,4,42,1,8,2,40,5
0,5,5,52.0,34668,2,0,2,27,2,5,2,27,1
1,1,5,49.0,88635,2,110,0,29,1,5,1,50,5
0,1,5,50.0,11000,2,160,0,26,1,5,2,35,5
1,1,5,51.0,131000,5,245,0,57,2,1,1,35,5
1,5,5,50.6,233030,1,4000,2,43,1,1,2,40,5
0,5,5,36.6,26260,2,0,0,20,2,5,3,40,5
0,1,5,44.7,33000,2,75,0,25,1,5,1,45,5
0,9,9,45.6,82202,1,1905,0,52,1,1,2,45,9
0,5,5,52.0,35838,3,600,0,75,2,1,5,6,1
0,1,5,48.0,235026,1,1000,2,38,1,1,2,60,5
0,5,5,0.0,500,2,0,0,21,2,5,1,0,5
1,5,5,49.0,30000,3,0,0,55,2,5,3,40,5
0,5,1,52.0,36000,2,100,1,30,2,1,2,40,5
0,5,5,11.0,5400,1,0,1,25,1,5,3,60,5
1,5,1,51.0,47578,4,60,1,50,2,1,5,40,5
1,5,5,49.0,63450,1,0,0,31,1,5,2,40,5
0,5,5,0.0,41937,1,100,3,51,1,1,5,0,5
1,1,5,42.3,56469,1,160,2,24,1,5,2,50,5
0,5,5,52.0,30000,2,650,0,45,1,1,3,50,5
0,5,5,44.4,118500,4,900,1,50,2,1,3,35,5
1,5,5,52.0,87540,1,2500,1,76,1,1,3,12,1
0,5,5,51.0,32300,2,83,0,42,1,1,4,40,5
0,5,5,52.0,70720,1,119,0,55,1,5,1,40,5
0,5,5,50.0,49200,1,330,4,31,1,5,2,53,5
1,5,5,52.0,85300,1,120,3,46,1,1,2,50,5
0,5,5,52.0,134000,1,2000,1,56,1,1,1,50,5
1,1,5,52.0,118000,1,800,1,33,1,1,3,40,5
1,1,1,50.0,144750,1,120,1,32,1,1,3,40,5
0,1,1,51.8,130206,1,189,3,43,1,5,4,55,5
0,1,1,48.2,160780,1,180,2,40,1,1,1,40,1
1,1,5,22.0,24900,2,315,1,21,1,5,1,40,5
1,5,5,52.0,149759,1,230,1,48,1,1,3,20,5
0,5,5,51.6,11200,4,126,0,48,2,1,4,32,5
1,5,5,52.0,32000,2,0,1,59,2,5,2,40,5
0,5,5,23.0,2291,2,0,1,47,2,8,3,40,5
0,1,1,51.6,36325,2,180,0,27,2,5,3,36,5
1,5,5,0.0,13128,3,0,1,52,2,1,5,0,1
0,5,5,52.0,30000,2,75,0,38,2,1,2,40,5
0,5,5,52.0,58693,1,337,2,45,1,1,3,60,5
0,5,5,34.0,29000,2,100,2,24,1,5,3,45,5
0,5,5,51.0,105400,1,2200,0,67,1,1,3,40,5
0,5,5,0.0,79100,1,70,0,61,1,1,3,0,5
0,1,1,49.0,46400,4,201,1,39,2,5,2,55,1
0,5,5,50.2,73010,1,900,2,40,1,1,3,40,5
1,5,5,42.3,127200,1,1700,0,57,1,1,3,16,5
1,1,5,48.0,94100,1,120,3,36,1,1,2,40,5
0,5,5,34.1,66000,2,300,0,29,1,5,1,40,5
0,1,5,50.0,99740,1,210,1,31,1,1,1,40,5
0,5,5,52.0,30164,2,0,0,59,2,5,3,40,5
0,1,5,43.0,200300,1,2500,1,49,1,1,2,32,5
1,5,5,40.3,16000,4,120,0,38,2,5,2,40,5
1,1,5,48.0,30000,2,72,0,27,2,5,2,50,5
0,1,5,39.0,42100,2,300,1,32,2,1,2,40,5
0,5,5,0.0,6880,1,0,0,73,1,5,5,0,1
0,1,5,48.4,82026,1,500,2,45,1,1,2,36,5
0,1,5,52.0,13260,2,0,0,26,1,5,1,30,5
0,5,5,52.0,15000,1,0,3,37,1,1,4,40,5
0,1,5,52.0,53200,2,800,0,36,2,5,3,40,5
1,1,5,52.0,137445,1,150,2,35,1,5,3,44,5
0,5,5,51.6,76100,1,2000,0,42,1,1,1,60,5
0,5,5,51.8,8100,2,60,1,22,2,5,4,42,5
0,5,5,52.0,17140,2,0,1,31,1,5,2,40,5
1,5,5,50.0,37393,2,177,3,28,2,5,2,40,5
0,5,5,0.0,2410,4,0,0,66,1,5,3,0,5
1,5,1,52.0,9100,2,0,0,19,2,8,4,24,5
0,5,5,0.0,19200,1,900,0,77,1,1,3,0,1
0,5,1,49.0,27300,4,108,0,51,2,1,3,40,5
0,5,5,52.0,10516,5,250,0,41,1,5,4,40,5
1,5,5,38.3,73800,1,260,2,31,1,5,2,70,5
0,5,5,52.0,99578,2,1200,0,28,1,8,2,65,5
1,5,5,0.0,38000,1,233,0,24,1,5,1,0,5
0,5,5,50.0,86000,1,150,0,24,1,1,4,48,5
0,1,5,35.0,13000,2,40,0,31,1,5,3,40,5
1,1,5,51.4,28505,1,200,1,22,1,5,3,40,5
1,5,5,47.0,280975,1,222,0,53,1,1,2,60,5
0,5,5,0.0,8820,1,0,0,67,1,1,1,0,5
1,5,5,49.0,33102,1,1000,0,60,1,1,2,34,5
0,1,5,52.0,50000,2,160,1,30,2,5,3,45,5
0,5,5,51.0,47000,2,0,0,33,2,5,2,40,5
1,5,5,48.4,79500,1,180,2,36,1,1,2,50,5
0,5,5,48.0,379400,1,700,1,43,1,1,3,50,5
0,1,5,0.0,48570,1,100,1,65,1,5,4,0,1
1,1,5,48.4,174101,1,800,2,35,1,1,3,50,5
1,5,5,50.6,39400,2,125,2,37,2,5,3,34,5
0,1,5,50.0,44400,1,100,2,37,1,1,2,40,1
0,5,5,40.3,10000,2,316,1,30,1,5,3,40,5
1,5,5,51.0,80150,1,90,0,66,1,1,1,50,5
0,5,5,48.0,149000,1,180,1,51,1,1,1,90,5
0,5,5,29.3,47200,2,0,0,40,1,8,2,40,5
0,1,5,50.8,32000,2,420,0,26,2,5,2,35,5
1,1,5,49.4,63550,4,130,2,39,2,1,2,40,5
0,5,5,46.4,686898,1,800,0,58,1,5,2,30,5
0,5,5,51.6,45422,1,109,2,27,1,8,3,55,5
1,5,5,28.0,16296,5,137,0,68,2,1,4,39,1
0,5,5,45.0,237200,1,1200,2,43,1,1,2,45,5
1,5,1,48.8,45500,1,150,0,36,1,1,3,36,5
0,5,5,52.0,115420,4,1200,2,43,1,1,2,40,1
0,5,5,48.4,40588,2,300,2,22,2,5,2,34,5
0,1,5,0.0,35410,2,999998,0,26,1,5,3,0,5
0,5,5,52.0,18000,2,100,0,27,1,5,1,38,5
